Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Euro Area,Manufacturing Production,2000-12-31T00:00:00,6.8,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2001-01-31T00:00:00,5.9,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2001-02-28T00:00:00,5,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2001-03-31T00:00:00,4.4,Monthly,EuroAreaManPro,2023-04-13T22:34:00
Euro Area,Manufacturing Production,2001-04-30T00:00:00,1.3,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2001-05-31T00:00:00,0.3,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2001-06-30T00:00:00,1.9,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2001-07-31T00:00:00,-0.9,Monthly,EuroAreaManPro,2022-11-14T13:42:00
Euro Area,Manufacturing Production,2001-08-31T00:00:00,1.2,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2001-09-30T00:00:00,-0.8,Monthly,EuroAreaManPro,2023-04-13T22:34:00
Euro Area,Manufacturing Production,2001-10-31T00:00:00,-2.1,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2001-11-30T00:00:00,-4.6,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2001-12-31T00:00:00,-5.5,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2002-01-31T00:00:00,-3.6,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2002-02-28T00:00:00,-3.4,Monthly,EuroAreaManPro,2022-11-14T13:42:00
Euro Area,Manufacturing Production,2002-03-31T00:00:00,-2,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2002-04-30T00:00:00,-0.8,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2002-05-31T00:00:00,-1.2,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2002-06-30T00:00:00,-1.1,Monthly,EuroAreaManPro,2024-04-15T09:21:00
Euro Area,Manufacturing Production,2002-07-31T00:00:00,0.3,Monthly,EuroAreaManPro,2024-04-15T09:21:00
Euro Area,Manufacturing Production,2002-08-31T00:00:00,-1,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2002-09-30T00:00:00,0.2,Monthly,EuroAreaManPro,2022-11-14T13:42:00
Euro Area,Manufacturing Production,2002-10-31T00:00:00,0.9,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2002-11-30T00:00:00,3.3,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2002-12-31T00:00:00,0.2,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2003-01-31T00:00:00,1.5,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2003-02-28T00:00:00,0.5,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2003-03-31T00:00:00,-0.4,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2003-04-30T00:00:00,1,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2003-05-31T00:00:00,-1.3,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2003-06-30T00:00:00,-2,Monthly,EuroAreaManPro,2024-04-15T09:21:00
Euro Area,Manufacturing Production,2003-07-31T00:00:00,0.9,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2003-08-31T00:00:00,-1.7,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2003-09-30T00:00:00,-1.6,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2003-10-31T00:00:00,1.2,Monthly,EuroAreaManPro,2023-06-14T09:42:00
Euro Area,Manufacturing Production,2003-11-30T00:00:00,0.6,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2003-12-31T00:00:00,2.3,Monthly,EuroAreaManPro,2022-04-22T14:22:00
Euro Area,Manufacturing Production,2004-01-31T00:00:00,0.6,Monthly,EuroAreaManPro,2023-04-13T22:34:00
